"Airline","AirlineID","SourceAirport","SourceID","DestAirport","DestID","Codeshare","Stops","Equipment"
"3H","\N","AKV","5506","YIK","5504","",0,"DH8"
"3H","\N","AKV","5506","YPX","6727","",0,"DH8"
"3H","\N","XGR","5512","YVP","154","",0,"DHT BET"
"3H","\N","YGL","62","YGW","5496","",0,"DHT"
"3H","\N","YGL","62","YPX","6727","",0,"73M"
"3H","\N","YGL","62","YUL","146","",0,"73M"
"3H","\N","YGW","5496","YGL","62","",0,"DHT"
"3H","\N","YGW","5496","YPH","5520","",0,"BET"
"3H","\N","YGW","5496","YSK","5529","",0,"DH8"
"3H","\N","YGW","5496","YUD","5515","",0,"DH8"
"3H","\N","YGW","5496","YUL","146","",0,"DH8"
"3H","\N","YGW","5496","YUY","149","",0,"DH8"
"3H","\N","YIK","5504","AKV","5506","",0,"DH8"
"3H","\N","YIK","5504","YZG","5535","",0,"DH8"
"3H","\N","YKG","5481","YPJ","5508","",0,"DHT DH8"
"3H","\N","YKG","5481","YQC","5499","",0,"DH8"
"3H","\N","YKG","5481","YVP","154","",0,"DH8 DHT"
"3H","\N","YKL","80","YQB","111","",0,"DH8"
"3H","\N","YKL","80","YVP","154","",0,"DH8 BET"
"3H","\N","YKL","80","YWK","161","",0,"BET"
"3H","\N","YKL","80","YZV","202","",0,"BET DH8"
"3H","\N","YPH","5520","YPX","6727","",0,"DH8 BET"
"3H","\N","YPH","5520","YUD","5515","",0,"DH8"
"3H","\N","YPH","5520","YVP","154","",0,"BET"
"3H","\N","YPJ","5508","YKG","5481","",0,"DHT DH8"
"3H","\N","YPJ","5508","YTQ","6728","",0,"DHT DH8"
"3H","\N","YPJ","5508","YVP","154","",0,"DHT"
"3H","\N","YPX","6727","AKV","5506","",0,"DH8"
"3H","\N","YPX","6727","YGL","62","",0,"73M"
"3H","\N","YPX","6727","YPH","5520","",0,"DH8"
"3H","\N","YPX","6727","YVP","154","",0,"BET"
"3H","\N","YQB","111","YKL","80","",0,"DH8"
"3H","\N","YQB","111","YUL","146","",0,"DH8"
"3H","\N","YQC","5499","YKG","5481","",0,"DH8"
"3H","\N","YQC","5499","YWB","7253","",0,"DH8"
"3H","\N","YSK","5529","YGW","5496","",0,"DH8"
"3H","\N","YSK","5529","YUD","5515","",0,"DH8"
"3H","\N","YTQ","6728","YPJ","5508","",0,"DHT DH8"
"3H","\N","YTQ","6728","YVP","154","",0,"DHT DH8"
"3H","\N","YUD","5515","YGW","5496","",0,"DH8"
"3H","\N","YUD","5515","YPH","5520","",0,"DH8"
"3H","\N","YUD","5515","YSK","5529","",0,"DH8"
"3H","\N","YUL","146","YGL","62","",0,"73M"
"3H","\N","YUL","146","YGW","5496","",0,"DH8"
"3H","\N","YUL","146","YQB","111","",0,"DH8"
"3H","\N","YUL","146","YUY","149","",0,"DH8"
"3H","\N","YUY","149","YGW","5496","",0,"DH8"
"3H","\N","YUY","149","YUL","146","",0,"DH8"
"3H","\N","YVP","154","XGR","5512","",0,"DHT BET"
"3H","\N","YVP","154","YGW","5496","",0,"BET"
"3H","\N","YVP","154","YKG","5481","",0,"DH8"
"3H","\N","YVP","154","YKL","80","",0,"DH8 BET"
"3H","\N","YVP","154","YPH","5520","",0,"BET"
"3H","\N","YVP","154","YPJ","5508","",0,"DHT"
"3H","\N","YVP","154","YPX","6727","",0,"BET"
"3H","\N","YVP","154","YTQ","6728","",0,"DHT DH8"
"3H","\N","YWB","7253","YQC","5499","",0,"DH8"
"3H","\N","YWB","7253","YZG","5535","",0,"DH8"
"3H","\N","YWK","161","YKL","80","",0,"BET"
"3H","\N","YWK","161","YZV","202","",0,"BET"
"3H","\N","YZG","5535","YIK","5504","",0,"DH8"
"3H","\N","YZG","5535","YWB","7253","",0,"DH8"
"3H","\N","YZV","202","YKL","80","",0,"BET DH8"
"3H","\N","YZV","202","YWK","161","",0,"BET"
"3U","4608","SHE","4144","YVR","156","",0,"330"
"3U","4608","YVR","156","SHE","4144","",0,"330"
"4K","29","YGZ","5498","YRB","128","",0,"DHT"
"4K","29","YRB","128","YGZ","5498","",0,"DHT"
"4N","341","YEG","49","YXY","176","",0,"737"
"4N","341","YLW","87","YVR","156","",0,"737"
"4N","341","YLW","87","YXY","176","",0,"737"
"4N","341","YOW","100","YZF","196","",0,"737"
"4N","341","YVR","156","YLW","87","",0,"737"
"4N","341","YVR","156","YXY","176","",0,"737"
"4N","341","YXY","176","YLW","87","",0,"737"
"4N","341","YXY","176","YVR","156","",0,"737"
"4N","341","YXY","176","YYC","178","",0,"737"
"4N","341","YXY","176","YZF","196","",0,"737"
"4N","341","YYC","178","YEG","49","",0,"737"
"4N","341","YZF","196","YOW","100","",0,"737"
"4N","341","YZF","196","YXY","176","",0,"737"
"5T","1623","YBK","29","YCS","5487","Y",0,"ATR"
"5T","1623","YBK","29","YXN","5534","Y",0,"ATR"
"5T","1623","YCB","32","YCO","37","",0,"DH8 73M"
"5T","1623","YCB","32","YYH","183","",0,"DH8"
"5T","1623","YCB","32","YZF","196","",0,"DH8 73M"
"5T","1623","YCO","37","YCB","32","",0,"DH8 73M"
"5T","1623","YCO","37","YZF","196","",0,"DH8 73M"
"5T","1623","YCS","5487","YBK","29","Y",0,"AT4"
"5T","1623","YCS","5487","YRT","132","Y",0,"ATR AT4"
"5T","1623","YCY","40","YFB","55","",0,"DH8"
"5T","1623","YCY","40","YIO","75","",0,"DH8"
"5T","1623","YEG","49","YZF","196","",0,"73M 733"
"5T","1623","YEK","50","YXN","5534","Y",0,"ATR AT4"
"5T","1623","YEK","50","YYQ","187","Y",0,"ATR AT4"
"5T","1623","YEV","54","YVQ","155","",0,"73M 733"
"5T","1623","YFB","55","YCY","40","",0,"DH8"
"5T","1623","YFB","55","YGT","5495","",0,"BE1 DH8"
"5T","1623","YFB","55","YOW","100","",0,"73M"
"5T","1623","YFB","55","YRT","132","",0,"73M"
"5T","1623","YFB","55","YTE","140","",0,"BE1 DH8"
"5T","1623","YFB","55","YUX","148","",0,"BE1 DH8"
"5T","1623","YFB","55","YXP","170","",0,"DH8"
"5T","1623","YGT","5495","YFB","55","",0,"DH8"
"5T","1623","YGT","5495","YIO","75","",0,"DH8"
"5T","1623","YGT","5495","YUX","148","",0,"DH8 BE1"
"5T","1623","YHK","69","YYH","183","",0,"DH8"
"5T","1623","YHK","69","YZF","196","",0,"DH8"
"5T","1623","YIO","75","YCY","40","",0,"DH8"
"5T","1623","YIO","75","YGT","5495","",0,"DH8"
"5T","1623","YOW","100","YFB","55","",0,"73M"
"5T","1623","YRT","132","YBK","29","Y",0,"AT4"
"5T","1623","YRT","132","YCS","5487","Y",0,"ATR AT4"
"5T","1623","YRT","132","YEK","50","",1,"ATR"
"5T","1623","YRT","132","YFB","55","",0,"73M"
"5T","1623","YRT","132","YUT","147","Y",0,"AT4"
"5T","1623","YRT","132","YYQ","187","Y",0,"ATR FRJ AT4"
"5T","1623","YRT","132","YZF","196","",0,"73M"
"5T","1623","YRT","132","YZS","41","Y",0,"ATR AT4"
"5T","1623","YTE","140","YFB","55","",0,"BE1 DH8"
"5T","1623","YTH","141","YYQ","187","Y",0,"ATR"
"5T","1623","YUX","148","YFB","55","",0,"DH8 BE1"
"5T","1623","YUX","148","YGT","5495","",0,"BE1 DH8"
"5T","1623","YVM","152","YXP","170","",0,"DH8"
"5T","1623","YVQ","155","YEV","54","",0,"73M 733"
"5T","1623","YVQ","155","YZF","196","",0,"73M 733"
"5T","1623","YWG","160","YRT","132","Y",0,"FRJ ATR"
"5T","1623","YWG","160","YYQ","187","Y",0,"FRJ"
"5T","1623","YXN","5534","YRT","132","Y",0,"ATR AT4"
"5T","1623","YXP","170","YFB","55","",0,"DH8"
"5T","1623","YXP","170","YVM","152","",0,"DH8"
"5T","1623","YYH","183","YCB","32","",0,"DH8"
"5T","1623","YYH","183","YHK","69","",0,"DH8"
"5T","1623","YYQ","187","YEK","50","Y",0,"ATR"
"5T","1623","YYQ","187","YRT","132","Y",0,"ATR AT4 FRJ"
"5T","1623","YYQ","187","YTH","141","Y",0,"AT4"
"5T","1623","YYQ","187","YWG","160","Y",0,"ATR FRJ AT4"
"5T","1623","YZF","196","YCB","32","",0,"DH8 73M"
"5T","1623","YZF","196","YCO","37","",0,"DH8 73M"
"5T","1623","YZF","196","YEG","49","",0,"73M 733"
"5T","1623","YZF","196","YHK","69","",0,"DH8"
"5T","1623","YZF","196","YRT","132","",0,"73M"
"5T","1623","YZF","196","YVQ","155","",0,"73M 733"
"5T","1623","YZF","196","YYH","183","",0,"DH8"
"5T","1623","YZS","41","YRT","132","Y",0,"ATR"
"5T","1623","YZS","41","YUT","147","Y",0,"AT4"
"6L","\N","YEV","54","YHI","68","",0,"DHT"
"6L","\N","YEV","54","YPC","4244","",0,"DHT"
"6L","\N","YEV","54","YSY","139","",0,"DHT"
"6L","\N","YEV","54","YUB","145","",0,"DHT"
"6L","\N","YEV","54","ZFM","206","",0,"DHT"
"6L","\N","YHI","68","YEV","54","",0,"DHT"
"6L","\N","YHI","68","YSY","139","",0,"DHT"
"6L","\N","YPC","4244","YEV","54","",0,"DHT"
"6L","\N","YSY","139","YEV","54","",0,"DHT"
"6L","\N","YSY","139","YHI","68","",0,"DHT"
"6L","\N","YUB","145","YEV","54","",0,"DHT"
"6L","\N","ZFM","206","YEV","54","",0,"DHT"
"7F","2354","YAB","8225","YFB","55","",0,"AT4"
"7F","2354","YAB","8225","YRB","128","",0,"AT4"
"7F","2354","YBK","29","YRT","132","",0,"AT4"
"7F","2354","YBK","29","YUT","147","",0,"AT4"
"7F","2354","YCB","32","YCO","37","",0,"AT7"
"7F","2354","YCB","32","YHK","69","",0,"AT7"
"7F","2354","YCB","32","YZF","196","",0,"AT7 73M"
"7F","2354","YCO","37","YCB","32","",0,"AT7"
"7F","2354","YCO","37","YHI","68","",0,"AT7"
"7F","2354","YCO","37","YZF","196","",0,"AT7"
"7F","2354","YCS","5487","YRT","132","",0,"AT4"
"7F","2354","YCS","5487","YZS","41","",0,"AT4"
"7F","2354","YCY","40","YFB","55","",0,"AT4"
"7F","2354","YCY","40","YIO","75","",0,"AT4"
"7F","2354","YEG","49","YZF","196","",0,"73M 737"
"7F","2354","YEK","50","YRT","132","",0,"AT4"
"7F","2354","YEK","50","YXN","5534","",0,"AT4"
"7F","2354","YEV","54","YVQ","155","",0,"73M"
"7F","2354","YFB","55","YAB","8225","",0,"AT4"
"7F","2354","YFB","55","YCY","40","",0,"AT4"
"7F","2354","YFB","55","YGT","5495","",0,"AT4"
"7F","2354","YFB","55","YLC","5509","Y",0,"DHT"
"7F","2354","YFB","55","YOW","100","",0,"73M"
"7F","2354","YFB","55","YRT","132","",0,"73M"
"7F","2354","YFB","55","YTE","140","",0,"AT4"
"7F","2354","YFB","55","YUX","148","",0,"AT4"
"7F","2354","YFB","55","YVP","154","",0,"73M"
"7F","2354","YFB","55","YXP","170","",0,"AT4"
"7F","2354","YFS","60","YZF","196","",0,"AT4 AT7"
"7F","2354","YGT","5495","YFB","55","",0,"AT4"
"7F","2354","YGT","5495","YUX","148","",0,"AT4"
"7F","2354","YHI","68","YCO","37","",0,"AT7"
"7F","2354","YHK","69","YCB","32","",0,"AT7"
"7F","2354","YHK","69","YYH","183","",0,"AT7"
"7F","2354","YHY","72","YZF","196","",0,"AT4 AT7"
"7F","2354","YIO","75","YCY","40","",0,"AT4"
"7F","2354","YLC","5509","YFB","55","Y",0,"DHT"
"7F","2354","YOW","100","YFB","55","",0,"73M"
"7F","2354","YRB","128","YAB","8225","",0,"AT4"
"7F","2354","YRT","132","YBK","29","",0,"AT4"
"7F","2354","YRT","132","YCS","5487","",0,"AT4"
"7F","2354","YRT","132","YEK","50","",0,"AT4"
"7F","2354","YRT","132","YFB","55","",0,"73M"
"7F","2354","YRT","132","YWG","160","",0,"73M AT4"
"7F","2354","YRT","132","YXN","5534","",0,"AT4"
"7F","2354","YRT","132","YZF","196","",0,"73M"
"7F","2354","YTE","140","YFB","55","",0,"AT4"
"7F","2354","YTE","140","YZS","41","",0,"AT4"
"7F","2354","YUL","146","YVP","154","",0,"73M"
"7F","2354","YUT","147","YBK","29","",0,"AT4"
"7F","2354","YUX","148","YFB","55","",0,"AT4"
"7F","2354","YUX","148","YGT","5495","",0,"AT4"
"7F","2354","YVM","152","YXP","170","",0,"AT4"
"7F","2354","YVP","154","YFB","55","",0,"73M"
"7F","2354","YVP","154","YUL","146","",0,"73M"
"7F","2354","YVQ","155","YEV","54","",0,"73M"
"7F","2354","YVQ","155","YZF","196","",0,"73M"
"7F","2354","YWG","160","YRT","132","",0,"73M AT4"
"7F","2354","YXN","5534","YEK","50","",0,"AT4"
"7F","2354","YXN","5534","YRT","132","",0,"AT4"
"7F","2354","YXP","170","YFB","55","",0,"AT4"
"7F","2354","YXP","170","YVM","152","",0,"AT4"
"7F","2354","YYH","183","YHK","69","",0,"AT7"
"7F","2354","YYH","183","YZF","196","",0,"AT7"
"7F","2354","YZF","196","YCB","32","",0,"73M AT7"
"7F","2354","YZF","196","YCO","37","",0,"AT7"
"7F","2354","YZF","196","YEG","49","",0,"73M 737"
"7F","2354","YZF","196","YFS","60","",0,"AT4 AT7"
"7F","2354","YZF","196","YHK","69","",0,"AT7 AT4"
"7F","2354","YZF","196","YHY","72","",0,"AT4 AT7"
"7F","2354","YZF","196","YRT","132","",0,"73M"
"7F","2354","YZF","196","YVQ","155","",0,"73M"
"7F","2354","YZS","41","YCS","5487","",0,"AT4"
"7F","2354","YZS","41","YTE","140","",0,"AT4"
"8P","3856","QBC","6738","YAA","5457","",0,"BE1"
"8P","3856","QBC","6738","YVR","156","",0,"BE1"
"8P","3856","YAA","5457","YVR","156","",0,"BE1"
"8P","3856","YBL","30","YQQ","119","",0,"SF3 BE1"
"8P","3856","YBL","30","YVR","156","",0,"BE1"
"8P","3856","YBL","30","ZEL","7275","",0,"BE1"
"8P","3856","YLW","87","YXC","164","",0,"BE1"
"8P","3856","YPW","5523","YVR","156","",0,"BE1 SF3"
"8P","3856","YQQ","119","YBL","30","",0,"BE1 SF3"
"8P","3856","YQQ","119","YVR","156","",0,"SF3 BE1"
"8P","3856","YVR","156","QBC","6738","",0,"BE1"
"8P","3856","YVR","156","YBL","30","",0,"BE1"
"8P","3856","YVR","156","YPW","5523","",0,"BE1 SF3"
"8P","3856","YVR","156","YQQ","119","",0,"BE1 SF3"
"8P","3856","YVR","156","YWL","162","",0,"BE1"
"8P","3856","YVR","156","YXC","164","",0,"BE1"
"8P","3856","YVR","156","YYJ","184","",0,"BE1"
"8P","3856","YVR","156","YZT","200","",0,"SF3 BE1"
"8P","3856","YVR","156","YZZ","8223","",0,"SF3 BE1"
"8P","3856","YVR","156","ZMT","5545","",0,"SF3"
"8P","3856","YWL","162","YVR","156","",0,"BE1"
"8P","3856","YXC","164","YLW","87","",0,"BE1"
"8P","3856","YXC","164","YVR","156","",0,"BE1"
"8P","3856","YYJ","184","YVR","156","",0,"BE1"
"8P","3856","YZT","200","YVR","156","",0,"SF3 BE1"
"8P","3856","YZT","200","ZEL","7275","",0,"SF3"
"8P","3856","YZZ","8223","YVR","156","",0,"SF3 BE1"
"8P","3856","ZEL","7275","YBL","30","",0,"BE1"
"8P","3856","ZEL","7275","YZT","200","",0,"SF3"
"8P","3856","ZMT","5545","YVR","156","",0,"SF3"
"8T","68","YFJ","7277","YZF","196","",0,"DHT"
"8T","68","YFS","60","YZF","196","",0,"DHT"
"8T","68","YLE","5463","YZF","196","",0,"DHT"
"8T","68","YRA","5526","YZF","196","",0,"DHT"
"8T","68","YSG","5511","YZF","196","",0,"DHT"
"8T","68","YZF","196","YFJ","7277","",0,"DHT"
"8T","68","YZF","196","YFS","60","",0,"DHT"
"8T","68","YZF","196","YLE","5463","",0,"DHT"
"8T","68","YZF","196","YRA","5526","",0,"DHT"
"8T","68","YZF","196","YSG","5511","",0,"DHT"
"9M","\N","YBL","30","YQQ","119","",0,"BEH"
"9M","\N","YBL","30","YVR","156","",0,"BEH"
"9M","\N","YDQ","48","YVR","156","",0,"DH1"
"9M","\N","YDQ","48","YYE","180","",0,"DH1"
"9M","\N","YEG","49","YOJ","99","",0,"BEH"
"9M","\N","YEG","49","YOP","7266","",0,"BEH"
"9M","\N","YEG","49","YXJ","168","",0,"D38 DH3"
"9M","\N","YEG","49","YYC","178","",0,"BEH D38 DH3"
"9M","\N","YKA","78","YVR","156","",0,"BEH"
"9M","\N","YKA","78","YXS","172","",0,"BEH"
"9M","\N","YLL","85","YYC","178","",0,"BEH"
"9M","\N","YLW","87","YXS","172","",0,"BEH"
"9M","\N","YOJ","99","YEG","49","",0,"BEH"
"9M","\N","YOJ","99","YOP","7266","",0,"BEH"
"9M","\N","YOP","7266","YEG","49","",0,"BEH"
"9M","\N","YOP","7266","YOJ","99","",0,"BEH"
"9M","\N","YQQ","119","YBL","30","",0,"BEH"
"9M","\N","YQQ","119","YVR","156","",0,"BEH"
"9M","\N","YQZ","127","YVR","156","",0,"BEH"
"9M","\N","YQZ","127","YWL","162","",0,"BEH"
"9M","\N","YVR","156","YBL","30","",0,"BEH"
"9M","\N","YVR","156","YDQ","48","",0,"DH1"
"9M","\N","YVR","156","YKA","78","",0,"BEH"
"9M","\N","YVR","156","YQQ","119","",0,"BEH"
"9M","\N","YVR","156","YQZ","127","",0,"BEH"
"9M","\N","YVR","156","YWL","162","",0,"BEH"
"9M","\N","YWL","162","YQZ","127","",0,"BEH"
"9M","\N","YWL","162","YVR","156","",0,"BEH"
"9M","\N","YXJ","168","YEG","49","",0,"D38 DH3"
"9M","\N","YXJ","168","YXS","172","",0,"BEH"
"9M","\N","YXJ","168","YYE","180","",0,"D38 BEH DH3"
"9M","\N","YXS","172","YKA","78","",0,"BEH"
"9M","\N","YXS","172","YLW","87","",0,"BEH"
"9M","\N","YXS","172","YXJ","168","",0,"BEH"
"9M","\N","YXS","172","YXT","173","",0,"DH3"
"9M","\N","YXS","172","YYC","178","",0,"DH3"
"9M","\N","YXS","172","YYD","179","",0,"BEH"
"9M","\N","YXS","172","YYE","180","",0,"BEH"
"9M","\N","YXT","173","YXS","172","",0,"DH3"
"9M","\N","YYC","178","YEG","49","",0,"D38 BEH DH3"
"9M","\N","YYC","178","YLL","85","",0,"BEH D38"
"9M","\N","YYC","178","YXS","172","",0,"DH3"
"9M","\N","YYD","179","YXS","172","",0,"BEH"
"9M","\N","YYE","180","YDQ","48","",0,"DH1"
"9M","\N","YYE","180","YXJ","168","",0,"D38 BEH DH3"
"9M","\N","YYE","180","YXS","172","",0,"BEH"
"9W","3000","BRU","302","YYZ","193","",0,"332 333"
"9W","3000","YYZ","193","BRU","302","",0,"332 333"
"AA","24","AMM","2170","YUL","146","Y",0,"330"
"AA","24","CLT","3876","YOW","100","Y",0,"CRJ"
"AA","24","CLT","3876","YUL","146","Y",0,"CRJ"
"AA","24","CLT","3876","YYZ","193","Y",0,"E75 CRJ"
"AA","24","DCA","3520","YHZ","73","Y",0,"CRJ"
"AA","24","DCA","3520","YUL","146","Y",0,"CRJ"
"AA","24","DCA","3520","YYZ","193","Y",0,"CRJ"
"AA","24","DFW","3670","YEG","49","",0,"319"
"AA","24","DFW","3670","YUL","146","",0,"738"
"AA","24","DFW","3670","YVR","156","",0,"738"
"AA","24","DFW","3670","YYC","178","",0,"M80 M83 738"
"AA","24","DFW","3670","YYZ","193","",0,"319"
"AA","24","DTW","3645","YUL","146","Y",0,"330"
"AA","24","JFK","3797","YUL","146","Y",0,"ERD"
"AA","24","JFK","3797","YYC","178","",0,"737"
"AA","24","JFK","3797","YYZ","193","Y",0,"CR7"
"AA","24","LAS","3877","YEG","49","",0,"737"
"AA","24","LAS","3877","YVR","156","",0,"737"
"AA","24","LAS","3877","YYC","178","",0,"737"
"AA","24","LAS","3877","YYZ","193","",0,"737"
"AA","24","LAX","3484","YEG","49","",0,"737"
"AA","24","LAX","3484","YVR","156","",0,"737"
"AA","24","LAX","3484","YYC","178","",0,"737"
"AA","24","LAX","3484","YYZ","193","",0,"738"
"AA","24","LGA","3697","YUL","146","Y",0,"ERD"
"AA","24","LGA","3697","YYZ","193","Y",0,"CR7"
"AA","24","LHR","507","YUL","146","Y",0,"777"
"AA","24","LHR","507","YVR","156","Y",0,"744"
"AA","24","LHR","507","YYC","178","Y",0,"767"
"AA","24","LHR","507","YYZ","193","Y",0,"787 744"
"AA","24","MCO","3878","YYZ","193","",0,"737"
"AA","24","MIA","3576","YUL","146","",0,"738"
"AA","24","MIA","3576","YYZ","193","",0,"738"
"AA","24","NRT","2279","YVR","156","",0,"787"
"AA","24","ORD","3830","YKF","79","Y",0,"ER4 ERD"
"AA","24","ORD","3830","YUL","146","Y",0,"CRJ"
"AA","24","ORD","3830","YVR","156","",0,"737"
"AA","24","ORD","3830","YYC","178","",0,"737"
"AA","24","ORD","3830","YYZ","193","Y",0,"CR7 E75 ER4"
"AA","24","PDX","3720","YVR","156","",0,"DH4"
"AA","24","PHL","3752","YHZ","73","Y",0,"E70 CRJ E75"
"AA","24","PHL","3752","YOW","100","Y",0,"CRJ"
"AA","24","PHL","3752","YQB","111","Y",0,"CRJ"
"AA","24","PHL","3752","YUL","146","Y",0,"CRJ"
"AA","24","PHL","3752","YYZ","193","Y",0,"CRJ E75"
"AA","24","PHX","3462","YEG","49","",0,"319 320 737"
"AA","24","PHX","3462","YVR","156","",0,"319 321"
"AA","24","PHX","3462","YYC","178","",0,"319 737"
"AA","24","SAN","3731","YYC","178","",0,"737"
"AA","24","SEA","3577","YVR","156","Y",0,"DH4"
"AA","24","YEG","49","DFW","3670","",0,"319"
"AA","24","YEG","49","LAS","3877","",0,"737"
"AA","24","YEG","49","LAX","3484","",0,"737"
"AA","24","YEG","49","PHX","3462","",0,"320 319 737"
"AA","24","YHZ","73","DCA","3520","Y",0,"CRJ"
"AA","24","YHZ","73","PHL","3752","Y",0,"E70 CRJ E75"
"AA","24","YKF","79","ORD","3830","Y",0,"ER4 ERD"
"AA","24","YOW","100","CLT","3876","Y",0,"CRJ"
"AA","24","YOW","100","PHL","3752","Y",0,"CRJ"
"AA","24","YQB","111","PHL","3752","Y",0,"CRJ"
"AA","24","YUL","146","AMM","2170","Y",0,"330"
"AA","24","YUL","146","CLT","3876","Y",0,"CRJ"
"AA","24","YUL","146","DCA","3520","Y",0,"CRJ"
"AA","24","YUL","146","DFW","3670","",0,"738"
"AA","24","YUL","146","DTW","3645","Y",0,"330"
"AA","24","YUL","146","JFK","3797","Y",0,"ERD"
"AA","24","YUL","146","LGA","3697","Y",0,"ERD"
"AA","24","YUL","146","LHR","507","Y",0,"777"
"AA","24","YUL","146","MIA","3576","",0,"738"
"AA","24","YUL","146","ORD","3830","Y",0,"CRJ"
"AA","24","YUL","146","PHL","3752","Y",0,"CRJ"
"AA","24","YVR","156","DFW","3670","",0,"738"
"AA","24","YVR","156","LAS","3877","",0,"737"
"AA","24","YVR","156","LAX","3484","",0,"737"
"AA","24","YVR","156","LHR","507","Y",0,"744"
"AA","24","YVR","156","NRT","2279","",0,"787"
"AA","24","YVR","156","ORD","3830","",0,"737"
"AA","24","YVR","156","PDX","3720","Y",0,"DH4"
"AA","24","YVR","156","PHX","3462","",0,"321 319"
"AA","24","YVR","156","SEA","3577","Y",0,"DH4"
"AA","24","YYC","178","DFW","3670","",0,"M83 M80 738"
"AA","24","YYC","178","JFK","3797","",0,"737"
"AA","24","YYC","178","LAS","3877","",0,"737"
"AA","24","YYC","178","LAX","3484","",0,"737"
"AA","24","YYC","178","LHR","507","Y",0,"767"
"AA","24","YYC","178","ORD","3830","",0,"737"
"AA","24","YYC","178","PHX","3462","",0,"319 737"
"AA","24","YYC","178","SAN","3731","",0,"737"
"AA","24","YYZ","193","CLT","3876","Y",0,"E75 CRJ"
"AA","24","YYZ","193","DCA","3520","Y",0,"CRJ"
"AA","24","YYZ","193","DFW","3670","",0,"319"
"AA","24","YYZ","193","JFK","3797","Y",0,"CR7"
"AA","24","YYZ","193","LAS","3877","",0,"737"
"AA","24","YYZ","193","LAX","3484","",0,"738"
"AA","24","YYZ","193","LGA","3697","Y",0,"CR7"
"AA","24","YYZ","193","LHR","507","Y",0,"787 744"
"AA","24","YYZ","193","MCO","3878","",0,"737"
"AA","24","YYZ","193","MIA","3576","",0,"738"
"AA","24","YYZ","193","ORD","3830","Y",0,"E75 CR7 ER4"
"AA","24","YYZ","193","PHL","3752","Y",0,"E75 CRJ"
"AC","330","ANU","2874","YYZ","193","",0,"320"
"AC","330","ATL","3682","YYZ","193","Y",0,"CRA CRJ"
"AC","330","AUA","2895","YYZ","193","",0,"319"
"AC","330","AUH","2179","YYZ","193","",0,"77W"
"AC","330","AZS","5810","YUL","146","",0,"320"
"AC","330","AZS","5810","YYZ","193","",0,"319"
"AC","330","BCN","1218","YYZ","193","Y",0,"763"
"AC","330","BDA","4069","YYZ","193","",0,"319"
"AC","330","BDL","3825","YUL","146","Y",0,"BEH"
"AC","330","BDL","3825","YYZ","193","Y",0,"BEH"
"AC","330","BGI","2875","YYZ","193","",0,"319"
"AC","330","BNA","3690","YYZ","193","Y",0,"CRJ"
"AC","330","BOG","2709","YYZ","193","",0,"763"
"AC","330","BOS","3448","YHZ","73","Y",0,"CRJ"
"AC","330","BOS","3448","YOW","100","Y",0,"DH1"
"AC","330","BOS","3448","YUL","146","Y",0,"CRJ DH3"
"AC","330","BOS","3448","YYZ","193","",0,"E90 E75"
"AC","330","BRU","302","YUL","146","",0,"333"
"AC","330","BRU","302","YYZ","193","Y",0,"332"
"AC","330","BWI","3849","YYZ","193","Y",0,"DH1"
"AC","330","CCC","1901","YYZ","193","",0,"319"
"AC","330","CDG","1382","YUL","146","",0,"77W"
"AC","330","CDG","1382","YYZ","193","",0,"77W"
"AC","330","CLE","3486","YYZ","193","Y",0,"DH1"
"AC","330","CLT","3876","YYZ","193","Y",0,"CRJ"
"AC","330","CMH","3759","YYZ","193","Y",0,"DH1"
"AC","330","CPH","609","YYZ","193","",0,"763"
"AC","330","CUN","1852","YUL","146","",0,"319"
"AC","330","CUN","1852","YYC","178","",0,"319"
"AC","330","CUN","1852","YYZ","193","",0,"319"
"AC","330","CVG","3488","YYZ","193","Y",0,"CRJ"
"AC","330","CZM","1800","YUL","146","",0,"319"
"AC","330","DCA","3520","YOW","100","Y",0,"CRJ"
"AC","330","DCA","3520","YUL","146","Y",0,"CRJ"
"AC","330","DCA","3520","YYZ","193","",0,"E75"
"AC","330","DEN","3751","YEG","49","Y",0,"CRJ 319 E70"
"AC","330","DEN","3751","YMM","90","Y",0,"CR7"
"AC","330","DEN","3751","YQR","120","Y",0,"CRJ"
"AC","330","DEN","3751","YUL","146","",0,"E90"
"AC","330","DEN","3751","YVR","156","Y",0,"319 320 CR7 738"
"AC","330","DEN","3751","YWG","160","Y",0,"ERJ"
"AC","330","DEN","3751","YXE","166","Y",0,"ERJ"
"AC","330","DEN","3751","YYC","178","Y",0,"CRJ 738 320 739"
"AC","330","DEN","3751","YYZ","193","",0,"E90"
"AC","330","DFW","3670","YYZ","193","",0,"E75"
"AC","330","DTW","3645","YYZ","193","Y",0,"CRJ BEH"
"AC","330","DUB","599","YYZ","193","Y",0,"763"
"AC","330","EWR","3494","YEG","49","Y",0,"319"
"AC","330","EWR","3494","YUL","146","Y",0,"CRJ"
"AC","330","EWR","3494","YVR","156","",0,"319"
"AC","330","EWR","3494","YYC","178","",0,"E90"
"AC","330","EWR","3494","YYZ","193","",0,"E75 E90"
"AC","330","FCO","1555","YYZ","193","",0,"333"
"AC","330","FDF","2878","YUL","146","",0,"319"
"AC","330","FLL","3533","YUL","146","",0,"320"
"AC","330","FLL","3533","YYZ","193","",0,"320"
"AC","330","FRA","340","YOW","100","",0,"333"
